127.0.0.1 - - [22/Mar/2022:14:44:28 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:39:21 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:39:21 +0900] "GET /JspProject/html/2.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:39:22 +0900] "GET /JspProject/html/1.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:39:41 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 200 1301
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:39:42 +0900] "GET /JspProject/html/2.png HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:39:42 +0900] "GET /JspProject/html/1.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:40:07 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 200 1301
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:40:08 +0900] "GET /JspProject/html/2.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:40:09 +0900] "GET /JspProject/html/1.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:40:10 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:40:10 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:40:10 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:40:11 +0900] "GET /JspProject/html/2.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:40:12 +0900] "GET /JspProject/html/1.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:40:13 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 200 1303
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:40:13 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:40:13 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:42:28 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 200 1446
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:42:28 +0900] "GET /JspProject/html1/3.jpg HTTP/1.1" 200 35040
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:42:56 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 200 1446
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:44:21 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 200 1526
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:44:21 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:44:22 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:44:48 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 200 1543
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:45:57 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 200 1547
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:48:33 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 200 1592
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:48:33 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:49:15 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2022:17:50:05 +0900] "GET /JspProject/js1/test12.html HTTP/1.1" 200 1603
